,chan1
0,-5.392523642
1,-5.497539081
2,-5.599085489
3,-5.702602802
4,-5.809588303
5,-5.919177162
6,-6.030102485
7,-6.146162595
8,-6.26035888
9,-6.378764117
10,-6.498687988
11,-6.620422121
12,-6.745598428
13,-6.872132381
14,-6.997728146
15,-7.129190959
16,-7.260184052
17,-7.393226688
18,-7.528045885
19,-7.664657098
20,-7.803932784
21,-7.944562546
22,-8.080555222
23,-8.223741568
24,-8.358446521
25,-8.496539762
26,-8.631900032
27,-8.767987782
28,-8.901007121
29,-9.028975181
30,-9.152318896
31,-9.269822836
32,-9.38317447
33,-9.485617632
34,-9.581033757
35,-9.668893629
36,-9.745308413
37,-9.809743506
38,-9.865099848
39,-9.907285355
40,-9.938566326
41,-9.95042436
42,-9.949948158
43,-9.930302163
44,-9.903073236
45,-9.862832602
46,-9.80778067
47,-9.738991251
48,-9.660479974
49,-9.5694954
50,-9.467119525
51,-9.356656151
52,-9.238297872
53,-9.115410532
54,-8.982733059
55,-8.847153209
56,-8.707002312
57,-8.563314639
58,-8.415896041
59,-8.268503968
60,-8.118547622
61,-7.965337747
62,-7.816750793
63,-7.664580165
64,-7.514854589
65,-7.367641641
66,-7.221652274
67,-7.077975431
68,-6.93471933
69,-6.792786806
70,-6.657797462
71,-6.524573676
72,-6.391358033
73,-6.261630642
74,-6.136250361
75,-6.012596983
76,-5.891980524
77,-5.776278796
78,-5.660121442
79,-5.550357469
80,-5.442143153
81,-5.342533394
82,-5.246612514
83,-5.15362899
84,-5.05920015
85,-4.969824629
86,-4.882867744
87,-4.792687904
88,-4.704578005
89,-4.621342214
90,-4.53488273
91,-4.452511718
92,-4.372261037
93,-4.290807522
94,-4.212747162
95,-4.133084844
96,-4.057809902
97,-3.983689731
98,-3.911828008
99,-3.84270168
100,-3.774987476
101,-3.707589939
102,-3.645524362
103,-3.586002095
104,-3.527796989
105,-3.47154204
106,-3.418923074
107,-3.36678021
108,-3.315591242
109,-3.268756934
110,-3.224929805
111,-3.181032289
112,-3.140212496
113,-3.099549436
114,-3.063720825
115,-3.027948574
116,-2.99135958
117,-2.959926815
118,-2.927397813
119,-2.896746518
120,-2.870538906
121,-2.838802938
122,-2.807901116
123,-2.778149631
124,-2.746582206
125,-2.718132814
126,-2.688310075
127,-2.659633307
128,-2.631549225
129,-2.602545093
130,-2.573603258
131,-2.547536096
132,-2.523854524
133,-2.495110398
134,-2.469294613
135,-2.440996596
136,-2.417621708
137,-2.392518624
138,-2.366877069
139,-2.34192703
140,-2.318615121
141,-2.295165032
142,-2.273109182
143,-2.250754255
144,-2.229872687
145,-2.210897849
146,-2.189582811
147,-2.169760246
148,-2.15103179
149,-2.132787795
150,-2.115401005
151,-2.099792334
152,-2.086584016
153,-2.07049451
154,-2.058152155
155,-2.0511777
156,-2.039707812
157,-2.031361148
158,-2.022671083
159,-2.014302095
160,-2.010302487
161,-2.010772514
162,-2.005545434
163,-2.00177626
164,-1.99100845
165,-1.983466525
166,-1.966675392
167,-1.952448759
168,-1.936209406
169,-1.920629065
170,-1.908830048
171,-1.895720142
172,-1.887978711
173,-1.881017671
174,-1.875191487
175,-1.873764229
176,-1.869578119
177,-1.868475281
178,-1.866289441
179,-1.865013947
180,-1.86065161
181,-1.855214362
182,-1.846770575
183,-1.839503414
184,-1.826580959
185,-1.809785509
186,-1.792514133
187,-1.785734604
188,-1.778996984
189,-1.775264631
190,-1.773164825
191,-1.773194135
192,-1.776997472
193,-1.783483538
194,-1.794123318
195,-1.806043596
196,-1.822211771
197,-1.839600756
198,-1.857207097
199,-1.880818581
200,-1.902574664
201,-1.922431172
202,-1.945975022
203,-1.959502553
204,-1.974491018
205,-1.991317358
206,-2.008941521
207,-2.025445933
208,-2.044403356
209,-2.062150131
210,-2.084826982
211,-2.106356177
212,-2.127961339
213,-2.153113976
214,-2.17708983
215,-2.202158283
216,-2.231289635
217,-2.262696808
218,-2.290733314
219,-2.327546112
220,-2.367231368
221,-2.406464147
222,-2.45118119
223,-2.497702664
224,-2.544494909
225,-2.595444728
226,-2.646791185
227,-2.700200908
228,-2.75856202
229,-2.815574302
230,-2.873575057
231,-2.930696531
232,-2.989214341
233,-3.046723275
234,-3.09928487
235,-3.149350816
236,-3.196329417
237,-3.236659887
238,-3.273942764
239,-3.304372671
240,-3.325725895
241,-3.337219548
242,-3.341652846
243,-3.334911695
244,-3.323384509
245,-3.30648571
246,-3.277996243
247,-3.247210008
248,-3.210315924
249,-3.168634276
250,-3.123415044
251,-3.070739534
252,-3.019653596
253,-2.963658838
254,-2.906514345
255,-2.851261509
256,-2.798591088
257,-2.743218422
258,-2.690948097
259,-2.640880819
260,-2.59345113
261,-2.54597763
262,-2.499158481
263,-2.45653148
264,-2.414373874
265,-2.374832762
266,-2.338646896
267,-2.302785787
268,-2.272283877
269,-2.241706716
270,-2.214367292
271,-2.187809292
272,-2.163861619
273,-2.140473111
274,-2.11934927
275,-2.099524585
276,-2.084203483
277,-2.070031749
278,-2.056898011
279,-2.044696237
280,-2.034281876
281,-2.023367953
282,-2.013646999
283,-1.996634552
284,-1.982737364
285,-1.969631205
286,-1.95807402
287,-1.945973947
288,-1.935657316
289,-1.924353377
290,-1.91521188
291,-1.907384872
292,-1.899503946
293,-1.893068013
294,-1.885794364
295,-1.881666409
296,-1.876668806
297,-1.872492654
298,-1.869686087
299,-1.866580277
300,-1.865453331
301,-1.865754651
302,-1.865920031
303,-1.866975447
304,-1.868912705
305,-1.871344798
