,chan1
0,-5.065390295
1,-5.160734595
2,-5.251008036
3,-5.346537033
4,-5.443422602
5,-5.539683747
6,-5.642123049
7,-5.74334174
8,-5.848215967
9,-5.955286987
10,-6.065034114
11,-6.172625556
12,-6.286547852
13,-6.401821918
14,-6.518658647
15,-6.636180338
16,-6.759386868
17,-6.882205761
18,-7.007186294
19,-7.135210134
20,-7.263018043
21,-7.394094369
22,-7.526246066
23,-7.661968824
24,-7.796439318
25,-7.935100895
26,-8.073899744
27,-8.211518612
28,-8.35121105
29,-8.488145934
30,-8.623885021
31,-8.758871831
32,-8.887515741
33,-9.01324105
34,-9.135769884
35,-9.253145443
36,-9.361721528
37,-9.464517835
38,-9.561664087
39,-9.646669338
40,-9.722788845
41,-9.784664918
42,-9.829066924
43,-9.865550905
44,-9.884977158
45,-9.895523181
46,-9.88877789
47,-9.874554325
48,-9.842931877
49,-9.80337106
50,-9.743576957
51,-9.672520993
52,-9.590285081
53,-9.495364687
54,-9.39864673
55,-9.287245745
56,-9.169672065
57,-9.047629302
58,-8.919022967
59,-8.787760095
60,-8.652131034
61,-8.515420594
62,-8.376775531
63,-8.234167178
64,-8.090402354
65,-7.94747693
66,-7.803608003
67,-7.663234022
68,-7.517951128
69,-7.377633005
70,-7.237009909
71,-7.098046597
72,-6.959458534
73,-6.828699026
74,-6.693773309
75,-6.564695987
76,-6.436297849
77,-6.310820405
78,-6.185172289
79,-6.066535263
80,-5.948093444
81,-5.838875887
82,-5.733062503
83,-5.630231552
84,-5.528966835
85,-5.425799564
86,-5.328145799
87,-5.229999439
88,-5.134762216
89,-5.040073104
90,-4.943911056
91,-4.851437414
92,-4.763723907
93,-4.67389476
94,-4.584269831
95,-4.501108043
96,-4.418155408
97,-4.33755909
98,-4.257057015
99,-4.181414264
100,-4.108388536
101,-4.036824128
102,-3.967760566
103,-3.90228135
104,-3.839436913
105,-3.778492406
106,-3.720619391
107,-3.665433177
108,-3.612117043
109,-3.559395559
110,-3.510400901
111,-3.461593271
112,-3.415028041
113,-3.370625172
114,-3.328736456
115,-3.287590272
116,-3.249851019
117,-3.212113176
118,-3.175207907
119,-3.14201737
120,-3.107915604
121,-3.076387607
122,-3.03906921
123,-3.004955823
124,-2.97170137
125,-2.939703008
126,-2.906644392
127,-2.87259955
128,-2.840801098
129,-2.809281674
130,-2.776583173
131,-2.746152585
132,-2.716061269
133,-2.685180269
134,-2.655991207
135,-2.626722698
136,-2.597165952
137,-2.569969402
138,-2.542183139
139,-2.51364535
140,-2.490254775
141,-2.463841303
142,-2.438379906
143,-2.416393224
144,-2.391488976
145,-2.370596645
146,-2.345468303
147,-2.325639015
148,-2.305248399
149,-2.283602107
150,-2.265059202
151,-2.247041502
152,-2.227823018
153,-2.21190284
154,-2.198643634
155,-2.187922939
156,-2.178917792
157,-2.171713528
158,-2.163500706
159,-2.157247238
160,-2.148517744
161,-2.14423927
162,-2.13833068
163,-2.132116482
164,-2.122254583
165,-2.107924859
166,-2.091939399
167,-2.077107959
168,-2.060488156
169,-2.045925945
170,-2.032060171
171,-2.020136987
172,-2.012745393
173,-2.002641666
174,-1.998648495
175,-1.993677714
176,-1.989342528
177,-1.987858811
178,-1.982601429
179,-1.98307421
180,-1.977205022
181,-1.973400991
182,-1.965036195
183,-1.954476468
184,-1.941577559
185,-1.928421929
186,-1.914992399
187,-1.91020554
188,-1.907237242
189,-1.902636533
190,-1.903134598
191,-1.907699338
192,-1.915085804
193,-1.924793533
194,-1.938145396
195,-1.954397538
196,-1.973723618
197,-1.994583388
198,-2.017373519
199,-2.038531515
200,-2.063476061
201,-2.084592412
202,-2.107564146
203,-2.119327159
204,-2.136230527
205,-2.150579818
206,-2.166628604
207,-2.182803664
208,-2.200519262
209,-2.219498992
210,-2.239660975
211,-2.261023886
212,-2.282196206
213,-2.304163161
214,-2.32594618
215,-2.348192529
216,-2.368433428
217,-2.38699359
218,-2.405650051
219,-2.428598407
220,-2.452496041
221,-2.473455661
222,-2.495620235
223,-2.515525386
224,-2.53368226
225,-2.549257544
226,-2.564329839
227,-2.577364471
228,-2.589829457
229,-2.599291437
230,-2.60686553
231,-2.612843375
232,-2.615694185
233,-2.617754962
234,-2.616065927
235,-2.612036849
236,-2.6037537
237,-2.594399817
238,-2.581268772
239,-2.56696941
240,-2.551857689
241,-2.529983666
242,-2.505691586
243,-2.482405566
244,-2.454989058
245,-2.429256931
246,-2.405781149
247,-2.378880417
248,-2.353813333
