,chan1
0,-0.01312017188
1,-0.02603099837
2,-0.03861567594
3,-0.04784865698
4,-0.05871245798
5,-0.06665533835
6,-0.07363043714
7,-0.07636721395
8,-0.08034312063
9,-0.08472204599
10,-0.08703602851
11,-0.08793774638
12,-0.08899827571
13,-0.08852581013
14,-0.09364134544
15,-0.0967279764
16,-0.09787592406
17,-0.1004368028
18,-0.1035166708
19,-0.1061659136
20,-0.1095958527
21,-0.1199253772
22,-0.1313070932
23,-0.1371416949
24,-0.1408399692
25,-0.1429009286
26,-0.1400233839
27,-0.1424526012
28,-0.1369168913
29,-0.1359476344
30,-0.1312408752
31,-0.1283811987
32,-0.1296248723
33,-0.1286417936
34,-0.1310207924
35,-0.135747624
36,-0.1394000301
37,-0.1476457102
38,-0.1574372715
39,-0.1670048855
40,-0.1792665174
41,-0.1963196143
42,-0.2078509652
43,-0.2167912983
44,-0.2216119773
45,-0.2202013142
46,-0.2196564719
47,-0.2146526646
48,-0.208037438
49,-0.2005757381
50,-0.1906455826
51,-0.1798871754
52,-0.1748650375
53,-0.1727239165
54,-0.1720941475
55,-0.1780672566
56,-0.188694201
57,-0.2023360687
58,-0.2228226703
59,-0.2445556306
60,-0.2710862018
61,-0.2848210507
62,-0.2965467923
63,-0.3024439111
64,-0.3033104153
65,-0.3037933596
66,-0.3003326446
67,-0.2931852824
68,-0.2863107081
69,-0.28151306
70,-0.2743665782
71,-0.2686253996
72,-0.2621528399
73,-0.259542451
74,-0.2594943473
75,-0.2621006932
76,-0.2680640444
77,-0.2811702419
78,-0.3043798112
79,-0.3278132955
80,-0.3530645395
81,-0.374368711
82,-0.3776629958
83,-0.3723763022
84,-0.3643316359
85,-0.3588202356
86,-0.3588383761
87,-0.3655755729
88,-0.3750800591
89,-0.3841173962
90,-0.3850482963
91,-0.381296881
92,-0.3650110947
93,-0.3443921544
94,-0.342851653
95,-0.3507827542
96,-0.3736809971
97,-0.4058583386
98,-0.4493474219
99,-0.4917688296
100,-0.5426174206
101,-0.5774815282
102,-0.5892714381
103,-0.5993603876
104,-0.6108061476
105,-0.6194276565
106,-0.6271032608
107,-0.6346093114
108,-0.6465850271
109,-0.6579173997
110,-0.6827443054
111,-0.7136690452
112,-0.7490908996
113,-0.7908819312
114,-0.8373962268
115,-0.8909354565
116,-0.9464386344
117,-1.012476958
118,-1.079778567
119,-1.150049437
120,-1.218270677
121,-1.277852003
122,-1.337308807
123,-1.403842397
124,-1.477738629
125,-1.559405868
126,-1.644596498
127,-1.741559763
128,-1.853321251
129,-1.977145746
130,-2.117536592
131,-2.275191834
132,-2.450718466
133,-2.643902376
134,-2.863316017
135,-3.103677565
136,-3.376840952
137,-3.675439409
138,-4.004862103
139,-4.362946535
140,-4.752186166
141,-5.158494695
142,-5.59676358
143,-6.083006527
144,-6.619179689
145,-7.199176528
146,-7.813454988
147,-8.441359043
148,-9.047191247
149,-9.575484912
150,-9.963982155
151,-10.14641471
152,-10.09803111
153,-9.829940281
154,-9.395237513
155,-8.860963314
156,-8.281452106
157,-7.7057536
158,-7.153942732
159,-6.640467712
160,-6.172969997
161,-5.74680322
162,-5.350572238
163,-4.986032172
164,-4.650726924
165,-4.335517694
166,-4.042851663
167,-3.771260576
168,-3.519914177
169,-3.28942081
170,-3.079771734
171,-2.884614063
172,-2.707715271
173,-2.54590111
174,-2.401532353
175,-2.275215718
176,-2.164344953
177,-2.062918537
178,-1.974178462
179,-1.895453744
180,-1.824893992
181,-1.742479234
182,-1.665448855
183,-1.591729218
184,-1.525110103
185,-1.458567309
186,-1.395841736
187,-1.334324365
188,-1.278800623
189,-1.22604384
190,-1.181179244
191,-1.138758729
192,-1.116614623
193,-1.083789339
194,-1.057777384
195,-1.034081854
196,-1.013006072
197,-0.996586508
198,-0.9770568512
199,-0.9620028268
200,-0.9490747487
