,chan1
0,-4.599621386
1,-4.686497793
2,-4.770596775
3,-4.858047716
4,-4.944111327
5,-5.034079595
6,-5.122351726
7,-5.209832169
8,-5.302384209
9,-5.394516798
10,-5.485898674
11,-5.577975444
12,-5.669944905
13,-5.761813001
14,-5.856396087
15,-5.948812008
16,-6.041638903
17,-6.132199845
18,-6.219994353
19,-6.30749528
20,-6.394621538
21,-6.481448005
22,-6.564438691
23,-6.64272924
24,-6.721551154
25,-6.797251328
26,-6.866127503
27,-6.934606521
28,-6.993611715
29,-7.048050874
30,-7.096652461
31,-7.138966099
32,-7.170194804
33,-7.198681382
34,-7.215430791
35,-7.226397937
36,-7.229795747
37,-7.227503985
38,-7.215933633
39,-7.193520818
40,-7.166797859
41,-7.128301472
42,-7.082688953
43,-7.027218054
44,-6.965737725
45,-6.9043892
46,-6.833327503
47,-6.759084245
48,-6.679423537
49,-6.593691235
50,-6.501175724
51,-6.410883158
52,-6.312855391
53,-6.210978595
54,-6.111481265
55,-6.01133585
56,-5.906165238
57,-5.807340411
58,-5.705348179
59,-5.604441151
60,-5.503686891
61,-5.406263108
62,-5.308140777
63,-5.210872093
64,-5.115030921
65,-5.021354479
66,-4.929700205
67,-4.839520407
68,-4.748055289
69,-4.662699003
70,-4.577002398
71,-4.493966132
72,-4.411967375
73,-4.331829082
74,-4.257903965
75,-4.182713196
76,-4.110526915
77,-4.036679305
78,-3.96941251
79,-3.903836128
80,-3.836315868
81,-3.778775604
82,-3.721422485
83,-3.664379383
84,-3.610293829
85,-3.555212025
86,-3.501698099
87,-3.450459225
88,-3.398754657
89,-3.348544464
90,-3.299101504
91,-3.249972584
92,-3.20056592
93,-3.156507973
94,-3.113128928
95,-3.067198329
96,-3.027215069
97,-2.989428174
98,-2.951103527
99,-2.913946031
100,-2.879322071
101,-2.845620888
102,-2.816997855
103,-2.790540057
104,-2.76732194
105,-2.746364715
106,-2.727291778
107,-2.709495685
108,-2.693397443
109,-2.680458307
110,-2.667830692
111,-2.657746331
112,-2.646765976
113,-2.638358629
114,-2.630559981
115,-2.624187196
116,-2.622010345
117,-2.620018412
118,-2.618854125
119,-2.61889705
120,-2.622619466
121,-2.623256522
122,-2.622236479
123,-2.621351788
124,-2.623890887
125,-2.623603004
126,-2.625888927
127,-2.625209552
128,-2.630916364
129,-2.634324997
130,-2.641527031
131,-2.649377638
132,-2.65754099
133,-2.6677418
134,-2.678977726
135,-2.689122846
136,-2.702872462
137,-2.717771274
138,-2.73467503
139,-2.750736949
140,-2.770759547
141,-2.790642692
142,-2.816372788
143,-2.843120567
144,-2.870617127
145,-2.898685249
146,-2.928204297
147,-2.962968448
148,-2.993704981
149,-3.032298322
